MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:1e:e5:f2:56:4d,Lynch,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/31/2012 15:57,6,-86,44.67683199,-74.98737627,94.30000305,3,WIFI
e0:91:f5:7f:e0:a6,Mary,[WPA-PSK-TKIP][WPS][ESS],5/31/2012 15:57,1,-91,44.67683199,-74.98737627,94.30000305,3,WIFI
18:f4:6a:45:50:10,5444,[WEP][ESS],5/31/2012 15:57,1,-76,44.67683199,-74.98737627,94.30000305,3,WIFI
00:19:7e:73:2f:8c,b29f,[WEP][ESS],5/31/2012 15:57,11,-93,44.67683199,-74.98737627,94.30000305,3,WIFI
98:fc:11:90:20:ac,Cisco99999,[WPS][ESS],5/31/2012 15:57,11,-84,44.67683199,-74.98737627,94.30000305,3,WIFI
94:44:52:88:34:2f,Belkin.342F,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,6,-92,44.67685262,-74.98721541,94.30000305,3,WIFI
00:11:f5:1b:2a:1f,THOMSON,[WEP][ESS],5/31/2012 15:57,6,-73,44.67685262,-74.98721541,94.30000305,3,WIFI
00:23:97:d7:82:60,10FX02066177,[WEP][ESS],5/31/2012 15:57,6,-78,44.67685262,-74.98721541,94.30000305,3,WIFI
00:26:f2:6c:b5:2a,bradshaw,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,11,-86,44.67685262,-74.98721541,94.30000305,3,WIFI
c0:c1:c0:cb:79:6b,AquaPine,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,6,-77,44.67685262,-74.98721541,94.30000305,3,WIFI
c0:c1:c0:cb:79:6c,AquaPine-guest,[ESS],5/31/2012 15:57,6,-76,44.67685262,-74.98721541,94.30000305,3,WIFI
c0:c1:c0:14:04:03,StonersBears,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,11,-87,44.67685262,-74.98721541,94.30000305,3,WIFI
00:18:3a:c4:d0:4e,08FX08066300,[WEP][ESS],5/31/2012 15:57,6,-80,44.67685262,-74.98721541,94.30000305,3,WIFI
00:14:bf:43:9f:3b,linksys,[ESS],5/31/2012 15:57,6,-93,44.67685262,-74.98721541,94.30000305,3,WIFI
00:1c:10:45:1e:82,linksys,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,6,-87,44.67685262,-74.98721541,94.30000305,3,WIFI
00:1d:7e:c3:ab:5a,Mavis,[WEP][ESS],5/31/2012 15:57,11,-81,44.67685262,-74.98721541,94.30000305,3,WIFI
00:1e:4c:88:89:20,3040,[WEP][ESS],5/31/2012 15:57,1,-92,44.67685262,-74.98721541,94.30000305,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/31/2012 15:57,0,-97,44.67685262,-74.98721541,94.30000305,3,GSM
58:6d:8f:1a:e2:80,FMP 123,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,11,-93,44.676651,-74.98706611,95.30000305,3,WIFI
20:4e:7f:94:1b:1a,NETGEAR91,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,2,-90,44.676651,-74.98706611,95.30000305,3,WIFI
0c:d5:02:4f:79:56,10FX11178401,[WEP][ESS],5/31/2012 15:57,6,-83,44.676651,-74.98706611,95.30000305,3,WIFI
00:22:3f:d7:5b:28,Maple-Select,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/31/2012 15:57,1,-83,44.67648264,-74.98712405,95.59999847,3,WIFI
08:86:3b:29:a8:6a,belkin.86a,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,7,-84,44.67648264,-74.98712405,95.59999847,3,WIFI
00:1f:33:26:67:bc,11HOME,[WEP][ESS],5/31/2012 15:57,6,-89,44.67648264,-74.98712405,95.59999847,3,WIFI
00:22:75:75:3c:b3,RoadJogger,[WPA-PSK-TKIP][WPS][ESS],5/31/2012 15:57,6,-92,44.67638026,-74.9870976,95.69999695,3,WIFI
94:44:52:6f:25:9c,Belkin.359C,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,1,-89,44.67605486,-74.98711288,94.30000305,3,WIFI
00:22:3f:98:90:bd,decoste,[WPA-PSK-TKIP][WPS][ESS],5/31/2012 15:57,2,-92,44.67605486,-74.98711288,94.30000305,3,WIFI
e0:46:9a:88:55:c2,Sbain22,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,11,-93,44.67605486,-74.98711288,94.30000305,3,WIFI
c0:c1:c0:cb:79:6b,AquaPine,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,6,-91,44.6758224,-74.98711864,95.40000153,3,WIFI
c0:c1:c0:cb:79:6c,AquaPine-guest,[ESS],5/31/2012 15:57,6,-84,44.6758224,-74.98711864,95.40000153,3,WIFI
00:14:bf:43:9f:3b,linksys,[ESS],5/31/2012 15:57,6,-93,44.6758224,-74.98711864,95.40000153,3,WIFI
98:fc:11:90:20:ac,Cisco99999,[WPS][ESS],5/31/2012 15:57,11,-85,44.6758224,-74.98711864,95.40000153,3,WIFI
00:1c:10:45:1e:82,linksys,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,6,-93,44.6758224,-74.98711864,95.40000153,3,WIFI
00:1d:7e:c3:ab:5a,Mavis,[WEP][ESS],5/31/2012 15:57,11,-83,44.6758224,-74.98711864,95.40000153,3,WIFI
00:1e:4c:88:89:20,3040,[WEP][ESS],5/31/2012 15:57,1,-89,44.6758224,-74.98711864,95.40000153,3,WIFI
18:f4:6a:45:50:10,5444,[WEP][ESS],5/31/2012 15:57,1,-88,44.6758224,-74.98711864,95.40000153,3,WIFI
e0:91:f5:87:78:14,101MarketStApt1,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,11,-91,44.6758224,-74.98711864,95.40000153,3,WIFI
88:9f:fa:0f:ec:a3,2.00E+68,[WEP][ESS],5/31/2012 15:57,1,-84,44.6758224,-74.98711864,95.40000153,3,WIFI
00:18:f8:e7:f2:28,linksys,[ESS],5/31/2012 15:57,6,-92,44.6758224,-74.98711864,95.40000153,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/31/2012 15:57,0,-97,44.6758224,-74.98711864,95.40000153,3,GSM
98:fc:11:47:d9:ec,Scrotum Totum,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,1,-84,44.67571359,-74.98709284,94.69999695,3,WIFI
30:46:9a:82:91:58,sports26,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,6,-88,44.67571359,-74.98709284,94.69999695,3,WIFI
98:fc:11:db:30:fc,Nip Slip,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:57,6,-88,44.67571359,-74.98709284,94.69999695,3,WIFI
00:30:bd:f6:e2:f7,100.5MarketApt2,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,11,-89,44.67571359,-74.98709284,94.69999695,3,WIFI
00:1e:e5:5e:9d:8a,101Maple,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,1,-91,44.67571359,-74.98709284,94.69999695,3,WIFI
c0:c1:c0:b9:49:80,The Nut,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,1,-94,44.67571359,-74.98709284,94.69999695,3,WIFI
98:fc:11:47:d9:ed,Scrotum Totum-guest,[ESS],5/31/2012 15:57,1,-83,44.67571359,-74.98709284,94.69999695,3,WIFI
20:4e:7f:94:1b:1a,NETGEAR91,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,2,-86,44.67557655,-74.9870851,94,3,WIFI
0c:d5:02:4f:79:56,10FX11178401,[WEP][ESS],5/31/2012 15:57,6,-85,44.67557655,-74.9870851,94,3,WIFI
20:aa:4b:1e:26:9c,smurph,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,6,-86,44.67557655,-74.9870851,94,3,WIFI
00:25:9c:f0:ee:a3,williamsnet,[WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:57,6,-90,44.67557655,-74.9870851,94,3,WIFI
08:86:3b:29:a8:6a,belkin.86a,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,7,-83,44.67546463,-74.98699852,93.90000153,3,WIFI
00:1f:33:26:67:bc,11HOME,[WEP][ESS],5/31/2012 15:57,6,-72,44.67546463,-74.98699852,93.90000153,3,WIFI
08:86:3b:18:3d:52,alex&ange,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,8,-90,44.67546463,-74.98699852,93.90000153,3,WIFI
00:14:6c:25:39:1e,HomeDSL,[WEP][ESS],5/31/2012 15:57,11,-86,44.67546463,-74.98699852,93.90000153,3,WIFI
00:24:b2:1c:3a:58,kinkachu,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,11,-87,44.67532952,-74.98693312,93.19999695,3,WIFI
00:1c:df:60:ff:76,john,[WEP][ESS],5/31/2012 15:57,6,-85,44.67532952,-74.98693312,93.19999695,3,WIFI
00:18:f8:61:ea:49,Chris-network,[WEP][ESS],5/31/2012 15:57,6,-91,44.67532952,-74.98693312,93.19999695,3,WIFI
20:aa:4b:1e:26:9d,smurph-guest,[ESS],5/31/2012 15:57,6,-89,44.6751729,-74.98691367,91.40000153,3,WIFI
00:12:0e:40:e4:84,MICHAEL ROSE,[WEP][ESS],5/31/2012 15:57,11,-93,44.67498027,-74.98691089,92.40000153,3,WIFI
94:44:52:6f:25:9c,Belkin.359C,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,1,-77,44.67498027,-74.98691089,92.40000153,3,WIFI
e0:46:9a:88:55:c2,Sbain22,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,11,-81,44.67498027,-74.98691089,92.40000153,3,WIFI
00:0f:b3:be:e9:70,sbain20,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,3,-84,44.67498027,-74.98691089,92.40000153,3,WIFI
e0:91:f5:fe:ef:a2,NETGEAR,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,9,-87,44.67498027,-74.98691089,92.40000153,3,WIFI
00:14:bf:43:9f:3b,linksys,[ESS],5/31/2012 15:57,6,-93,44.67437806,-74.98690666,86.80000305,3,WIFI
00:1d:7e:c3:ab:5a,Mavis,[WEP][ESS],5/31/2012 15:57,11,-90,44.67437806,-74.98690666,86.80000305,3,WIFI
08:86:3b:29:a8:6a,belkin.86a,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,7,-88,44.67437806,-74.98690666,86.80000305,3,WIFI
00:1f:33:26:67:bc,11HOME,[WEP][ESS],5/31/2012 15:57,6,-89,44.67437806,-74.98690666,86.80000305,3,WIFI
e0:91:f5:87:78:14,101MarketStApt1,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,11,-73,44.67437806,-74.98690666,86.80000305,3,WIFI
00:18:f8:e7:f2:28,linksys,[ESS],5/31/2012 15:57,6,-82,44.67437806,-74.98690666,86.80000305,3,WIFI
98:fc:11:47:d9:ec,Scrotum Totum,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,1,-77,44.67437806,-74.98690666,86.80000305,3,WIFI
98:fc:11:db:30:fc,Nip Slip,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:57,6,-89,44.67437806,-74.98690666,86.80000305,3,WIFI
00:30:bd:f6:e2:f7,100.5MarketApt2,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,11,-89,44.67437806,-74.98690666,86.80000305,3,WIFI
00:1e:e5:5e:9d:8a,101Maple,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,1,-82,44.67437806,-74.98690666,86.80000305,3,WIFI
c0:c1:c0:b9:49:80,The Nut,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,1,-87,44.67437806,-74.98690666,86.80000305,3,WIFI
98:fc:11:47:d9:ed,Scrotum Totum-guest,[ESS],5/31/2012 15:57,1,-77,44.67437806,-74.98690666,86.80000305,3,WIFI
20:aa:4b:1e:26:9c,smurph,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:57,6,-89,44.67437806,-74.98690666,86.80000305,3,WIFI
08:86:3b:18:3d:52,alex&ange,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,8,-81,44.67437806,-74.98690666,86.80000305,3,WIFI
00:14:6c:25:39:1e,HomeDSL,[WEP][ESS],5/31/2012 15:57,11,-88,44.67437806,-74.98690666,86.80000305,3,WIFI
c0:c1:c0:1e:51:b7,PhiSigSig,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,6,-82,44.67437806,-74.98690666,86.80000305,3,WIFI
00:1d:7e:c4:e4:ce,linksys_SES_23892,[WPA-PSK-TKIP][ESS],5/31/2012 15:57,6,-86,44.67437806,-74.98690666,86.80000305,3,WIFI
98:fc:11:c8:6e:28,BetaTau,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:57,6,-90,44.67437806,-74.98690666,86.80000305,3,WIFI
08:86:3b:54:71:57,itsokayimadoctor,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,11,-91,44.67437806,-74.98690666,86.80000305,3,WIFI
68:7f:74:42:34:31,SmallCat,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:57,11,-92,44.67437806,-74.98690666,86.80000305,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/31/2012 15:57,0,-97,44.67437806,-74.98690666,86.80000305,3,GSM
00:18:f8:e7:f2:28,linksys,[ESS],5/31/2012 15:58,6,-84,44.67286608,-74.98582732,81.5,4,WIFI
00:1c:10:3f:08:9b,linksys,[ESS],5/31/2012 15:58,6,-88,44.67286608,-74.98582732,81.5,4,WIFI
c0:c1:c0:8d:8b:42,Beth El-guest,[ESS],5/31/2012 15:58,11,-84,44.67286608,-74.98582732,81.5,4,WIFI
c0:c1:c0:8d:8b:41,Beth El,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,11,-84,44.67286608,-74.98582732,81.5,4,WIFI
90:4c:e5:af:60:8b,1705,[WEP][ESS],5/31/2012 15:58,6,-70,44.67286608,-74.98582732,81.5,4,WIFI
78:e4:00:ca:23:ef,dffc,[WEP][ESS],5/31/2012 15:58,1,-85,44.67286608,-74.98582732,81.5,4,WIFI
00:13:10:86:d0:b3,NoWeedZombies,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/31/2012 15:58,6,-86,44.67286608,-74.98582732,81.5,4,WIFI
00:22:75:5e:26:16,WALMART-PC_Network,[WPS][ESS],5/31/2012 15:58,1,-86,44.67286608,-74.98582732,81.5,4,WIFI
00:11:e3:2e:5e:5f,5e5e,[WEP][ESS],5/31/2012 15:58,1,-89,44.67286608,-74.98582732,81.5,4,WIFI
00:e0:98:da:46:25,ddavis2011,[WEP][ESS],5/31/2012 15:58,6,-86,44.67286608,-74.98582732,81.5,4,WIFI
c0:3f:0e:86:ea:d2,TURNER BIKES,[WPS][WEP][ESS],5/31/2012 15:58,1,-85,44.67286608,-74.98582732,81.5,4,WIFI
00:23:69:83:ff:26,Boutique Florist,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,6,-80,44.67286608,-74.98582732,81.5,4,WIFI
58:6d:8f:28:84:5a,Ajith,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,11,-90,44.67286608,-74.98582732,81.5,4,WIFI
00:21:29:90:fa:2d,r2d2c3p000,[WEP][ESS],5/31/2012 15:58,11,-83,44.67286608,-74.98582732,81.5,4,WIFI
68:7f:74:73:eb:16,linksys,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:58,6,-73,44.67286608,-74.98582732,81.5,4,WIFI
68:7f:74:51:d8:54,GreenDog-guest,[ESS],5/31/2012 15:58,11,-82,44.67286608,-74.98582732,81.5,4,WIFI
68:7f:74:51:d8:53,Cornelius,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,11,-81,44.67286608,-74.98582732,81.5,4,WIFI
00:25:9c:fe:b8:c1,RapeDungeon,[WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:58,6,-81,44.67286608,-74.98582732,81.5,4,WIFI
98:fc:11:c1:fd:7c,Seafoam-Green,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:58,6,-85,44.67286608,-74.98582732,81.5,4,WIFI
20:4e:7f:7f:10:7a,Seth Rogan,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:58,2,-92,44.67286608,-74.98582732,81.5,4,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/31/2012 15:58,0,-97,44.67286608,-74.98582732,81.5,4,GSM
00:23:97:e1:c7:73,beatles,[WEP][ESS],5/31/2012 15:58,11,-89,44.67288451,-74.98527605,82.69999695,5,WIFI
f0:7b:cb:11:05:bb,9360,[WEP][ESS],5/31/2012 15:58,1,-92,44.67286183,-74.98510277,80.59999847,4,WIFI
00:13:46:d6:6f:c6,dlink,[ESS],5/31/2012 15:58,11,-81,44.67286183,-74.98510277,80.59999847,4,WIFI
90:4c:e5:af:60:8b,1705,[WEP][ESS],5/31/2012 15:58,6,-81,44.67286543,-74.98468279,80.30000305,3,WIFI
78:e4:00:ca:23:ef,dffc,[WEP][ESS],5/31/2012 15:58,1,-85,44.67286543,-74.98468279,80.30000305,3,WIFI
00:13:10:86:d0:b3,NoWeedZombies,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/31/2012 15:58,6,-86,44.67286543,-74.98468279,80.30000305,3,WIFI
00:11:e3:2e:5e:5f,5e5e,[WEP][ESS],5/31/2012 15:58,1,-89,44.67286543,-74.98468279,80.30000305,3,WIFI
00:e0:98:da:46:25,ddavis2011,[WEP][ESS],5/31/2012 15:58,6,-82,44.67286543,-74.98468279,80.30000305,3,WIFI
c0:3f:0e:86:ea:d2,TURNER BIKES,[WPS][WEP][ESS],5/31/2012 15:58,1,-89,44.67286543,-74.98468279,80.30000305,3,WIFI
00:23:69:83:ff:26,Boutique Florist,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,6,-80,44.67286543,-74.98468279,80.30000305,3,WIFI
00:21:29:90:fa:2d,r2d2c3p000,[WEP][ESS],5/31/2012 15:58,11,-83,44.67286543,-74.98468279,80.30000305,3,WIFI
68:7f:74:73:eb:16,linksys,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:58,6,-79,44.67286543,-74.98468279,80.30000305,3,WIFI
68:7f:74:51:d8:54,GreenDog-guest,[ESS],5/31/2012 15:58,11,-85,44.67286543,-74.98468279,80.30000305,3,WIFI
68:7f:74:51:d8:53,Cornelius,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,11,-84,44.67286543,-74.98468279,80.30000305,3,WIFI
00:25:9c:fe:b8:c1,RapeDungeon,[WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:58,6,-78,44.67286543,-74.98468279,80.30000305,3,WIFI
98:fc:11:c1:fd:7c,Seafoam-Green,[WPA-PSK-TKIP][WPA2-PSK-CCMP-preauth][WPS][ESS],5/31/2012 15:58,6,-90,44.67286543,-74.98468279,80.30000305,3,WIFI
20:4e:7f:7f:10:7a,Seth Rogan,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:58,2,-68,44.67286543,-74.98468279,80.30000305,3,WIFI
08:86:3b:78:e6:46,belkin.646,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:58,1,-90,44.67286543,-74.98468279,80.30000305,3,WIFI
94:39:e5:42:bb:e8,U10C02284,[WPA-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,1,-93,44.67286543,-74.98468279,80.30000305,3,WIFI
00:18:3a:db:1a:4b,duane,[WEP][ESS],5/31/2012 15:58,6,-77,44.67286543,-74.98468279,80.30000305,3,WIFI
c0:3f:0e:10:38:4e,17 Pleasant,[WPS][WEP][ESS],5/31/2012 15:58,1,-81,44.67286543,-74.98468279,80.30000305,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/31/2012 15:58,0,-97,44.67286543,-74.98468279,80.30000305,3,GSM
00:18:e7:e5:65:10,Kuzcotopia,[WPA-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,5,-88,44.67275415,-74.9845998,81.40000153,3,WIFI
00:1f:3a:66:86:34,54a3,[WEP][ESS],5/31/2012 15:58,11,-93,44.67275415,-74.9845998,81.40000153,3,WIFI
ec:55:f9:5a:47:41,f3b6,[WEP][ESS],5/31/2012 15:58,11,-91,44.67267698,-74.9846257,80.69999695,3,WIFI
00:1e:e5:79:41:12,SydneyBristow,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,6,-91,44.67254021,-74.98463186,84.59999847,3,WIFI
58:6d:8f:0a:75:db,PeachSpruce,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,6,-91,44.67254021,-74.98463186,84.59999847,3,WIFI
00:7f:28:99:96:f1,CPQ8J,[WPA2-PSK-TKIP+CCMP][ESS],5/31/2012 15:58,11,-89,44.67228062,-74.98462607,87,3,WIFI
02:2e:1e:7a:6d:75,HP45FB4E,[IBSS],5/31/2012 15:58,10,-80,44.67228062,-74.98462607,87,3,WIFI
58:6d:8f:0a:75:dc,PeachSpruce-guest,[ESS],5/31/2012 15:58,6,-85,44.67216907,-74.98462464,90.40000153,3,WIFI
30:46:9a:47:29:3c,OfficeWirelessAP,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,6,-81,44.67197952,-74.98467113,87.80000305,3,WIFI
c0:c1:c0:02:b4:ba,BrBergan,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:58,6,-88,44.67197952,-74.98467113,87.80000305,3,WIFI
c0:c1:c0:02:b4:bb,BrBergan-guest,[ESS],5/31/2012 15:58,6,-90,44.67197952,-74.98467113,87.80000305,3,WIFI
00:23:69:4d:76:38,jaimoe,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,6,-84,44.67194907,-74.98473843,86.19999695,3,WIFI
94:44:52:b0:f9:59,hsinju,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:59,1,-88,44.67194907,-74.98473843,86.19999695,3,WIFI
00:22:3f:a4:23:a8,715,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,2,-88,44.67194907,-74.98473843,86.19999695,3,WIFI
00:22:6b:98:98:d9,Jaker77,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,1,-92,44.67194907,-74.98473843,86.19999695,3,WIFI
94:39:e5:42:bb:4d,U10C0220E,[WPA-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,1,-94,44.67194907,-74.98473843,86.19999695,3,WIFI
0c:d5:02:af:8b:e8,delta,[WEP][ESS],5/31/2012 15:59,6,-82,44.67200437,-74.98484373,87.40000153,4,WIFI
30:46:9a:47:29:68,RBOZ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,1,-92,44.67202458,-74.98503687,86.30000305,5,WIFI
00:22:b0:b9:31:3f,mindy apartment,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:59,6,-93,44.67203426,-74.98511973,86.5,4,WIFI
c0:c1:c0:22:db:d1,Penski,[WPA2-PSK-CCMP][ESS],5/31/2012 15:59,6,-87,44.67201971,-74.98547955,87.19999695,3,WIFI
20:4e:7f:9a:5a:26,CGD24G38,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,11,-88,44.67201971,-74.98547955,87.19999695,3,WIFI
08:86:3b:62:30:82,belkin.082,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:59,6,-90,44.67201971,-74.98547955,87.19999695,3,WIFI
20:4e:7f:7f:10:7a,Seth Rogan,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:59,2,-92,44.6718645,-74.98558917,88.5,3,WIFI
e0:91:f5:6b:e5:f6,Crazy AN,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:59,3,-91,44.6718645,-74.98558917,88.5,3,WIFI
00:18:e7:c5:02:be,dlinkCLL,[WPS][WEP][ESS],5/31/2012 15:59,6,-94,44.6718645,-74.98558917,88.5,3,WIFI
2e:25:b3:91:73:2d,hpsetup,[IBSS],5/31/2012 15:59,6,-87,44.6718645,-74.98558917,88.5,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/31/2012 15:59,0,-97,44.6718645,-74.98558917,88.5,3,GSM
c0:c1:c0:1a:ae:88,sunshine puppies love cookies,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,1,-92,44.67173139,-74.98559461,87.5,3,WIFI
68:7f:74:c9:b0:2d,PotsdamInsurance,[WPS][ESS],5/31/2012 15:59,1,-86,44.67173139,-74.98559461,87.5,3,WIFI
c0:c1:c0:1a:ae:8a,sunshine puppies love cook-guest,[ESS],5/31/2012 15:59,1,-93,44.67173139,-74.98559461,87.5,3,WIFI
ec:55:f9:5a:47:41,f3b6,[WEP][ESS],5/31/2012 15:59,11,-90,44.67161323,-74.98558797,86.5,3,WIFI
20:4e:7f:03:f3:26,Makhmal,[WPA2-PSK-CCMP][WPS][ESS],5/31/2012 15:59,6,-87,44.67161323,-74.98558797,86.5,3,WIFI
58:6d:8f:0a:75:db,PeachSpruce,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,6,-80,44.67150192,-74.98559401,88.59999847,3,WIFI
00:1e:e5:79:41:12,SydneyBristow,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,6,-92,44.67150192,-74.98559401,88.59999847,3,WIFI
98:fc:11:55:3f:3a,MaliW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/31/2012 15:59,6,-92,44.67150192,-74.98559401,88.59999847,3,WIFI
